time (s),temperature (C)
111.27,17.96
111.37,17.81
111.47,17.81
111.58,17.85
111.68,17.95
111.78,18.01
111.88,17.99
111.98,17.96
112.09,17.83
112.19,17.76
112.29,17.92
112.4,18.05
112.5,18.06
112.6,18.01
112.7,17.88
112.8,18.01
112.91,18.02
113.01,18.2
113.11,18.04
113.22,18.11
113.32,18.02
113.42,18.06
113.52,17.94
113.63,17.97
113.73,18.02
113.83,18.06
113.93,18.17
114.04,18.05
114.14,18.13
114.24,17.89
114.34,18.2
114.45,18.15
114.55,18.04
114.65,18.2
114.75,18.04
114.86,18.02
114.96,18.02
115.06,18.25
115.16,18.05
115.27,18.08
115.37,18.12
115.47,18.08
115.57,18.07
115.68,17.87
115.78,17.91
115.88,17.92
115.98,18.11
116.09,17.89
116.19,17.96
116.29,17.97
116.39,17.9
116.5,18.0
116.6,17.9
116.7,17.93
116.8,17.98
116.91,17.99
117.01,17.9
117.11,17.94
117.21,17.94
117.32,17.78
117.42,17.93
117.52,17.92
117.62,17.69
117.73,18.03
117.83,17.77
117.93,17.75
118.04,17.99
118.14,17.98
118.24,17.78
118.34,17.9
118.45,17.91
118.55,17.79
118.65,17.79
118.75,18.11
118.86,17.66
118.96,17.82
119.06,17.87
119.16,17.66
119.27,17.67
119.37,18.03
119.47,17.67
119.57,17.82
119.68,17.88
119.78,17.74
119.88,17.76
119.98,17.78
120.09,17.76
120.19,17.6
120.29,17.67
120.39,17.62
120.5,17.55
120.6,17.71
120.7,17.6
120.8,17.66
120.91,17.77
121.01,17.58
121.11,17.66
121.21,17.59
121.32,17.71
121.42,17.59
121.52,17.65
121.62,17.65
121.73,17.72
121.83,17.7
121.93,17.54
122.04,17.6
122.14,17.75
122.24,17.6
122.34,17.59
122.44,17.75
122.55,17.62
122.65,17.59
122.75,17.45
122.86,17.53
122.96,17.7
123.06,17.52
123.16,17.6
123.26,17.71
123.37,17.56
123.47,17.59
123.57,17.49
123.68,17.77
123.78,17.4
123.88,17.76
123.98,17.79
124.08,17.51
124.19,17.77
124.29,17.51
124.39,17.68
124.5,17.74
124.6,17.79
124.7,17.65
124.8,17.69
124.9,17.83
125.01,17.69
125.11,17.76
125.21,17.71
125.32,17.69
125.42,17.75
125.52,17.73
125.62,17.74
125.73,17.83
125.83,17.76
125.93,17.68
126.03,17.74
126.14,17.78
126.24,17.81
126.34,17.63
126.44,17.78
126.55,17.75
126.65,17.76
126.75,17.89
126.85,17.61
126.96,17.74
127.06,17.81
127.16,17.77
127.26,17.86
127.37,17.7
127.47,17.81
127.57,17.75
127.67,17.82
127.78,17.91
127.88,17.71
127.98,17.97
128.08,17.75
128.19,17.78
128.29,17.87
128.39,17.83
128.49,17.65
128.6,17.89
128.7,17.75
128.8,17.79
128.91,17.78
129.01,17.59
129.11,17.77
129.21,17.71
129.31,17.65
129.42,17.59
129.52,17.63
129.62,17.59
129.73,17.66
129.83,18.51
129.93,17.57
130.03,17.63
130.13,17.66
130.24,17.26
130.34,17.53
130.44,17.54
130.55,17.59
130.65,17.43
130.75,17.44
130.85,17.61
130.96,17.45
131.06,17.49
131.16,17.41
131.26,17.62
131.37,17.38
131.47,17.4
131.57,17.36
131.67,17.39
131.78,17.4
131.88,17.34
131.98,17.52
132.08,17.37
132.19,17.29
132.29,17.39
132.39,17.2
132.49,17.52
132.6,17.31
132.7,17.24
132.8,17.52
132.9,17.45
133.01,17.32
133.11,17.35
133.21,17.4
133.31,17.36
133.42,17.38
133.52,17.4
133.62,17.57
133.72,17.29
133.83,17.34
133.93,17.28
134.03,17.19
134.13,17.51
134.24,17.35
134.34,17.12
134.44,17.37
134.54,17.1
134.65,17.33
134.75,17.24
134.85,17.14
134.96,17.12
135.06,17.38
135.16,17.35
135.26,17.3
135.37,17.19
135.47,17.33
135.57,17.12
135.67,17.11
135.77,17.1
