time (s),temperature (C)
485.73,12.21
486.03,12.17
486.34,12.5
486.64,12.53
486.94,12.28
487.24,12.38
487.55,12.36
487.85,12.16
488.15,12.21
488.45,12.03
488.76,12.44
489.06,12.36
489.36,12.21
489.66,12.26
489.97,11.85
490.27,12.21
490.57,12.12
490.87,12.26
491.18,11.95
491.48,11.99
491.78,12.29
492.08,12.18
492.39,11.89
492.69,11.63
492.99,12.02
493.29,11.89
493.6,11.91
493.9,11.87
494.2,11.99
494.5,11.68
494.81,11.94
495.11,11.84
495.41,11.99
495.72,12.01
496.02,11.73
496.32,11.63
496.62,12.14
496.92,12.06
497.23,11.64
497.53,11.75
497.83,11.7
498.14,11.9
498.44,11.92
498.74,11.93
499.04,11.51
499.35,12.2
499.65,11.78
499.95,11.74
500.25,11.83
500.56,11.84
500.86,11.65
501.16,12.02
501.46,11.84
501.77,11.89
502.07,11.94
502.37,12.14
502.67,12.37
502.98,12.12
503.28,12.1
503.58,12.15
503.88,12.1
504.19,12.14
504.49,12.14
504.79,11.89
505.1,12.04
505.4,12.12
505.7,12.3
506.0,12.34
506.3,12.29
506.61,12.05
506.91,12.39
507.21,12.37
507.51,12.31
507.82,12.21
508.12,11.83
508.42,12.19
508.73,12.28
509.03,12.21
509.33,12.1
509.63,12.16
509.94,12.13
510.24,11.99
510.54,12.07
510.84,11.77
511.14,11.99
511.45,11.65
511.75,12.03
512.05,11.93
512.36,12.09
512.66,11.95
512.96,11.73
513.26,11.91
513.57,12.01
513.87,11.91
514.17,11.96
514.47,11.77
514.78,11.9
515.08,11.95
515.38,11.85
515.68,11.74
515.99,11.91
516.29,12.03
516.59,11.85
516.89,12.06
517.2,11.78
517.5,12.11
517.8,12.09
518.1,11.95
518.41,11.92
518.71,11.87
519.01,11.74
519.32,11.72
519.62,12.05
519.92,11.92
520.22,11.83
520.53,12.05
520.83,11.79
521.13,12.18
521.43,11.95
521.73,12.14
522.04,12.13
522.34,11.88
522.64,11.8
522.95,12.0
523.25,12.02
523.55,11.84
523.85,12.02
524.16,11.98
524.46,12.16
524.76,12.4
525.06,12.28
525.37,11.73
525.67,11.86
525.97,12.2
526.27,12.03
526.58,12.11
