time (s),temperature (C)
41.1,11.86
41.21,11.77
41.31,12.1
41.41,11.9
41.52,12.18
41.62,12.01
41.72,11.94
41.82,11.79
41.93,11.82
42.03,11.81
42.13,12.05
42.23,12.04
42.34,11.89
42.44,11.92
42.54,11.85
42.64,12.1
42.75,11.9
42.85,11.88
42.95,11.87
43.06,11.92
43.16,11.85
43.26,11.72
43.36,11.92
43.47,11.98
43.57,11.82
43.67,11.94
43.77,11.91
43.88,11.92
43.98,12.04
44.08,12.17
44.18,11.81
44.29,11.84
44.39,11.88
44.49,11.99
44.59,11.87
44.7,12.05
44.8,12.06
44.9,11.82
45.0,12.26
45.11,12.32
45.21,11.83
45.31,11.99
45.42,12.85
45.52,11.7
45.62,12.02
45.72,12.07
45.83,12.14
45.93,12.08
46.03,12.13
46.13,11.91
46.24,12.14
46.34,11.99
46.44,12.1
46.54,12.09
46.65,12.31
46.75,12.06
46.85,12.13
46.95,12.06
47.06,12.15
47.16,11.92
47.26,12.07
47.37,11.97
47.47,12.33
47.57,11.8
47.67,12.08
47.78,12.1
47.88,11.97
47.98,12.01
48.08,11.92
48.19,11.99
48.29,12.09
48.39,12.13
48.49,12.07
48.6,11.85
48.7,12.07
48.8,12.0
48.9,12.01
49.01,11.98
49.11,11.76
49.21,11.83
49.31,12.16
49.42,11.85
49.52,12.11
49.62,11.79
49.72,11.97
49.83,11.89
49.93,11.94
50.03,12.09
50.14,11.91
50.24,11.84
50.34,11.99
50.44,11.85
50.55,11.88
50.65,11.93
50.75,12.12
50.85,11.88
50.96,11.9
51.06,11.99
51.16,11.78
51.27,11.97
51.37,11.96
51.47,11.86
51.57,11.85
51.68,11.87
51.78,12.03
51.88,12.01
51.98,12.08
52.09,11.81
52.19,11.94
52.29,12.1
52.39,11.92
52.5,12.13
52.6,12.19
52.7,12.21
52.8,11.98
52.91,11.83
53.01,11.86
53.11,11.99
53.22,11.95
53.32,12.14
53.42,11.9
53.52,11.98
53.63,12.33
53.73,11.99
53.83,11.99
53.93,11.98
54.04,12.06
54.14,12.09
54.24,11.85
54.34,12.07
54.45,11.95
54.55,11.86
54.65,12.15
54.75,12.03
54.86,12.05
54.96,12.14
55.06,11.91
55.16,11.94
55.27,12.13
55.37,12.06
55.47,12.14
55.58,12.11
55.68,12.12
55.78,11.85
55.88,12.01
55.99,11.98
56.09,12.27
56.19,11.92
56.29,11.73
56.4,12.05
56.5,12.03
56.6,12.1
56.7,11.99
56.81,11.92
56.91,11.92
57.01,12.36
57.11,12.09
57.22,12.14
57.32,11.99
57.42,12.04
57.53,12.05
57.63,12.09
57.73,12.92
57.83,11.94
57.94,12.1
58.04,12.03
58.14,12.05
58.24,12.06
58.35,11.94
58.45,11.86
58.55,11.82
58.65,11.81
58.76,11.92
58.86,11.71
58.96,11.92
59.06,11.77
59.17,11.87
59.27,12.01
59.37,11.98
59.47,11.92
59.58,12.07
59.68,12.11
59.78,12.15
59.88,12.13
59.99,12.02
60.09,12.01
60.19,11.8
60.3,12.07
60.4,11.9
60.5,12.04
60.6,11.98
60.71,12.14
60.81,12.1
60.91,12.21
61.02,11.93
61.12,12.07
61.22,11.85
61.32,12.07
61.42,11.85
61.53,11.98
61.63,11.87
61.73,11.9
61.84,11.95
61.94,12.02
62.04,11.92
62.14,11.85
62.25,11.88
62.35,12.02
62.45,12.01
62.55,11.94
62.66,12.08
62.76,11.96
62.86,12.09
62.96,11.67
63.07,11.92
63.17,12.07
63.27,11.87
63.38,11.92
63.48,12.19
63.58,11.97
63.68,11.99
63.79,12.11
63.89,11.91
63.99,11.93
64.09,12.05
64.19,11.99
64.3,12.07
64.4,11.93
64.5,11.84
64.61,12.1
64.71,11.9
64.81,11.84
64.91,12.01
65.02,12.07
65.12,11.94
65.22,11.86
65.32,12.01
65.43,11.93
65.53,12.07
65.63,11.77
65.73,11.95
65.84,11.96
65.94,12.29
66.04,11.77
66.15,12.01
66.25,11.92
66.35,12.34
66.45,11.82
66.56,11.89
66.66,11.92
66.76,11.87
66.86,12.01
66.97,11.89
67.07,12.03
67.17,11.92
67.27,11.97
67.38,11.99
67.48,11.98
67.58,11.71
67.68,12.21
67.79,11.9
67.89,11.99
67.99,12.12
68.1,11.75
68.2,12.03
68.3,12.14
68.4,12.08
68.51,11.97
68.61,12.01
68.71,12.06
68.81,12.14
68.92,12.05
69.02,11.92
69.12,11.92
69.22,12.37
69.33,11.81
69.43,12.07
69.53,11.99
69.63,12.12
69.74,12.07
69.84,12.17
69.94,12.08
70.04,12.14
70.15,11.94
70.25,12.23
70.35,12.08
70.46,12.17
70.56,12.11
70.66,11.9
70.76,11.99
70.87,12.24
70.97,12.22
71.07,12.16
71.18,12.04
71.28,11.88
71.38,11.92
71.48,12.15
71.58,11.87
71.69,12.05
71.79,11.7
71.89,11.63
72.0,11.94
72.1,12.12
72.2,12.06
72.3,12.13
72.41,12.07
72.51,11.92
72.61,11.85
72.71,11.91
72.82,12.31
72.92,12.14
73.02,12.14
73.12,11.95
73.23,12.01
73.33,11.82
73.43,11.85
73.54,11.86
73.64,12.05
73.74,11.95
73.84,11.77
73.95,11.85
74.05,12.0
74.15,11.76
74.25,12.15
74.36,11.77
74.46,12.17
74.56,12.43
74.66,11.87
74.77,12.1
74.87,12.09
74.97,11.81
75.07,12.01
75.18,12.0
75.28,12.09
75.38,12.07
75.48,12.13
75.59,11.97
75.69,12.0
75.79,12.31
75.89,12.08
76.0,12.33
76.1,11.96
76.2,12.07
76.31,12.14
76.41,11.92
76.51,11.92
76.61,12.02
76.72,11.92
76.82,12.09
76.92,12.1
77.02,12.07
77.13,11.89
77.23,12.21
77.33,12.08
77.43,11.85
77.54,12.36
77.64,11.98
77.74,11.98
77.84,12.05
77.95,12.01
78.05,12.14
78.15,11.97
78.26,11.69
78.36,11.99
78.46,12.01
78.56,11.96
78.67,11.84
78.77,11.89
78.87,11.92
78.97,11.94
79.08,11.77
79.18,12.03
79.28,11.68
79.38,11.85
79.49,11.9
79.59,11.99
79.69,12.1
79.8,12.0
79.9,11.91
80.0,12.13
80.1,11.87
80.2,12.14
80.31,12.17
80.41,11.76
80.51,12.15
80.62,11.66
80.72,11.77
80.82,11.98
80.92,11.66
81.03,11.85
81.13,11.99
81.23,11.84
81.33,12.13
81.44,11.91
81.54,11.99
81.64,11.87
81.75,11.89
81.85,12.0
81.95,12.05
82.05,11.66
82.16,11.86
82.26,11.91
82.36,11.78
82.46,11.71
82.57,12.04
82.67,11.78
82.77,12.1
82.87,11.99
82.98,11.85
83.08,11.92
83.18,11.92
83.28,12.23
83.39,11.89
83.49,12.2
83.59,12.07
83.69,12.14
83.8,11.98
83.9,11.97
84.0,11.7
84.11,11.76
84.21,11.83
84.31,12.05
84.41,11.82
84.52,12.16
84.62,12.19
84.72,12.21
84.82,12.04
84.93,12.06
85.03,12.12
85.13,11.86
85.23,12.03
85.34,11.99
85.44,12.04
85.54,12.23
85.64,12.16
85.75,12.39
85.85,11.84
85.95,12.0
86.05,12.08
86.16,12.11
86.26,11.96
86.36,12.15
86.47,12.43
86.57,11.83
86.67,12.04
86.77,12.5
86.88,12.12
86.98,12.08
87.08,11.96
87.18,11.71
87.29,12.25
87.39,12.11
87.49,12.06
87.6,12.18
87.7,11.82
87.8,12.07
87.9,12.12
88.01,11.93
88.11,12.02
88.21,11.84
88.31,12.02
88.42,11.91
88.52,11.98
88.62,12.04
88.72,11.84
88.83,12.22
88.93,11.77
89.03,11.69
89.13,12.24
89.24,11.77
89.34,12.02
89.44,11.73
89.54,11.92
89.65,12.08
89.75,12.12
89.85,12.11
89.96,11.92
90.06,12.08
90.16,12.28
90.26,12.14
90.37,11.88
90.47,11.88
90.57,11.88
90.67,12.08
90.78,12.01
90.88,12.02
90.98,12.13
91.08,12.07
91.19,11.98
91.29,12.15
91.39,11.84
91.5,11.94
91.6,12.17
91.7,12.03
91.8,12.18
91.91,12.02
92.01,12.14
92.11,12.06
92.21,11.77
92.32,11.87
92.42,11.89
92.52,11.97
92.62,12.73
92.73,11.91
92.83,11.9
92.93,12.11
93.04,11.82
93.14,11.88
93.24,11.75
93.34,11.9
93.45,11.87
93.55,11.86
93.65,12.01
93.75,12.03
93.86,11.92
93.96,12.34
94.06,12.13
94.16,11.92
94.27,12.03
94.37,11.98
94.47,12.28
94.57,11.78
94.68,12.01
94.78,12.01
94.88,12.48
94.98,11.95
95.09,12.29
95.19,12.4
95.29,11.96
95.39,12.02
95.5,11.88
95.6,12.07
95.7,11.88
95.81,11.97
95.91,12.05
96.01,12.06
96.11,11.99
96.22,12.19
96.32,12.0
96.42,11.97
96.52,12.21
96.63,12.09
96.73,12.2
96.83,11.85
96.93,11.95
97.04,11.71
97.14,11.99
97.24,12.16
97.34,11.9
97.45,12.06
97.55,11.93
97.65,12.29
97.76,11.98
97.86,11.79
97.96,11.84
98.06,12.05
98.17,12.14
98.27,11.85
98.37,11.91
98.47,12.17
98.58,11.89
98.68,11.91
98.78,12.04
98.88,12.0
98.99,12.21
99.09,12.02
99.19,11.97
99.29,11.97
99.4,11.92
99.5,11.95
99.6,12.14
99.7,11.91
99.81,12.04
99.91,11.99
100.01,12.23
100.12,11.92
100.22,12.0
100.32,11.81
100.42,12.19
100.53,11.65
100.63,11.94
100.73,12.04
100.83,12.03
100.94,12.28
101.04,12.15
101.14,13.06
101.25,12.21
101.35,11.9
101.45,12.17
101.55,12.06
101.66,11.96
101.76,12.29
101.86,11.9
101.96,12.27
102.07,11.99
102.17,12.0
102.27,11.99
102.37,12.13
102.48,11.77
102.58,12.07
102.68,12.02
102.79,11.78
102.89,12.14
102.99,11.98
103.09,12.0
103.2,11.98
103.3,11.79
103.4,11.93
103.5,11.83
103.61,11.77
103.71,11.99
103.81,11.8
103.91,12.01
104.02,11.85
104.12,11.8
104.22,12.07
104.33,11.96
104.43,11.77
104.53,12.16
104.63,11.82
104.74,12.25
104.84,11.88
104.94,11.83
105.04,12.18
105.15,11.8
105.25,11.88
105.35,12.01
105.45,11.93
105.56,12.21
105.66,11.85
105.76,11.98
105.87,11.84
105.97,11.94
106.07,11.9
106.17,12.05
106.28,11.9
106.38,11.95
106.48,12.06
106.58,12.11
106.69,12.18
106.79,11.77
106.89,12.25
107.0,12.1
107.1,11.88
107.2,12.09
107.3,12.14
107.41,12.07
107.51,12.04
107.61,11.93
107.71,12.03
107.82,12.1
107.92,11.97
108.02,12.1
108.12,12.07
108.23,12.14
108.33,11.99
108.43,12.13
108.54,12.06
108.64,11.99
108.74,12.23
108.84,12.08
108.95,12.08
109.05,12.1
109.15,12.21
109.25,11.92
109.36,12.16
109.46,12.28
109.56,12.04
109.66,11.94
109.77,12.14
109.87,11.89
109.97,12.02
110.07,12.07
110.18,12.12
110.28,12.25
110.38,12.08
110.49,12.13
110.59,11.88
110.69,12.03
110.79,11.9
110.9,12.19
111.0,11.99
111.1,11.83
111.2,11.92
111.31,11.85
111.41,11.87
111.51,12.03
111.62,11.84
111.72,11.91
111.82,12.01
111.92,12.06
112.03,11.8
112.13,12.0
112.23,11.74
112.33,11.81
112.44,12.0
112.54,12.21
112.64,12.06
112.75,11.99
112.85,11.96
112.95,11.79
113.05,12.03
113.16,11.83
113.26,11.85
113.36,11.89
113.46,12.03
113.57,11.92
113.67,11.85
113.77,11.99
113.87,11.99
113.98,11.97
114.08,11.98
114.18,11.99
114.29,11.87
114.39,12.17
114.49,11.93
114.59,12.06
114.7,12.02
114.8,12.15
114.9,11.71
115.0,12.01
115.11,11.83
115.21,11.78
115.31,12.0
115.41,11.96
115.52,11.83
115.62,12.28
115.72,12.16
115.82,11.92
115.93,12.09
116.03,12.0
116.13,11.88
116.24,12.03
116.34,11.95
116.44,12.13
116.54,11.99
116.65,11.78
116.75,12.08
116.85,12.05
116.95,11.94
117.06,12.27
117.16,11.89
117.26,12.03
117.36,12.29
117.47,11.76
117.57,12.0
117.67,12.06
117.78,12.11
117.88,12.04
117.98,12.29
118.08,12.12
118.19,12.11
118.29,11.89
118.39,11.93
118.5,11.99
118.6,12.07
118.7,11.98
118.8,11.86
118.9,11.98
119.01,12.01
119.11,12.24
119.21,11.96
119.32,12.33
119.42,11.99
119.52,12.14
119.62,12.0
119.73,11.89
119.83,12.17
119.93,11.99
120.04,11.9
120.14,12.07
120.24,12.0
120.34,12.18
120.44,12.03
120.55,12.07
120.65,12.06
120.75,11.94
120.86,12.14
120.96,12.02
121.06,11.76
121.16,12.07
121.27,11.99
121.37,11.85
121.47,11.99
121.57,12.05
121.68,12.04
121.78,12.1
121.88,12.13
121.99,11.9
122.09,12.17
122.19,12.08
122.29,11.99
122.4,12.04
122.5,12.05
122.6,11.96
122.7,11.82
122.81,11.8
122.91,11.94
123.01,11.89
123.11,11.97
123.22,12.05
123.32,12.02
123.42,11.72
123.53,11.93
123.63,11.95
123.73,11.91
123.83,12.01
123.94,11.84
124.04,11.96
124.14,12.1
124.24,12.39
124.35,11.6
124.45,11.98
124.55,12.16
124.65,11.89
124.76,12.0
124.86,12.07
124.96,11.75
125.07,12.01
125.17,12.11
125.27,11.88
125.37,11.92
125.48,11.93
125.58,12.02
125.68,12.07
125.79,11.98
125.89,11.76
125.99,12.02
126.09,12.11
126.19,11.85
126.3,11.84
126.4,11.96
126.5,11.87
126.61,11.89
126.71,11.84
126.81,11.71
126.91,12.09
127.02,11.85
127.12,11.85
127.22,11.82
127.32,11.92
127.43,11.93
127.53,11.8
127.63,11.92
127.74,11.7
127.84,11.98
127.94,11.83
128.04,12.04
128.15,11.93
128.25,11.95
128.35,11.92
128.45,11.82
128.56,11.93
128.66,12.11
128.76,11.88
128.87,12.24
128.97,11.78
129.07,11.95
129.17,12.0
129.28,12.01
129.38,11.93
129.48,11.9
129.58,12.1
129.69,12.08
129.79,12.01
129.89,12.0
129.99,11.97
130.1,12.35
130.2,12.11
130.3,12.07
130.41,11.97
130.51,11.85
130.61,12.14
130.71,12.24
130.82,12.32
130.92,12.23
131.02,12.0
131.12,11.88
131.23,12.14
131.33,11.99
131.43,11.9
131.54,12.15
131.64,12.12
131.74,12.04
131.84,12.2
131.95,12.19
132.05,12.28
132.15,12.08
132.25,12.06
132.36,12.05
132.46,12.14
132.56,11.69
132.66,12.07
132.77,12.07
132.87,12.08
132.97,12.15
133.07,12.15
133.18,12.07
133.28,12.09
133.38,12.25
133.49,11.84
133.59,12.08
133.69,11.7
133.79,11.93
133.9,11.85
134.0,12.01
134.1,12.06
134.2,11.99
134.31,12.13
134.41,11.82
134.51,12.14
134.62,11.74
134.72,12.0
134.82,12.01
134.92,12.14
135.03,11.81
135.13,11.93
135.23,12.05
135.33,12.08
135.44,11.99
135.54,12.03
135.64,12.06
135.74,11.81
135.85,11.95
135.95,12.18
136.05,11.83
136.16,11.98
136.26,11.9
136.36,11.78
136.46,11.96
136.57,11.96
136.67,12.03
136.77,11.64
136.87,11.82
136.98,11.8
137.08,11.75
137.18,12.22
137.29,12.02
137.39,11.96
137.49,12.08
137.59,11.99
137.7,11.99
137.8,11.94
137.9,11.54
138.0,11.92
138.11,11.89
138.21,11.67
138.31,11.77
138.41,11.88
138.52,11.95
138.62,11.99
138.72,11.77
138.83,11.84
138.93,11.85
139.03,11.86
139.13,11.78
139.24,11.88
139.34,11.79
139.44,11.79
139.54,12.02
139.65,11.55
139.75,11.84
139.85,11.75
139.96,12.06
140.06,12.1
140.16,11.93
140.26,12.21
140.37,11.89
140.47,11.93
140.57,11.85
140.67,12.18
140.78,12.23
140.88,11.85
140.98,12.09
141.08,12.2
141.19,11.91
141.29,11.98
141.39,12.14
141.5,11.99
141.6,12.0
141.7,12.3
141.8,12.05
141.91,12.05
142.01,12.28
142.11,11.92
142.21,12.06
142.32,12.0
142.42,12.0
142.52,11.9
142.62,11.92
142.73,12.24
142.83,12.13
142.93,12.29
143.04,11.96
143.14,11.89
143.24,12.02
143.34,12.07
143.45,12.5
143.55,12.59
143.65,12.11
143.75,12.25
143.86,12.03
143.96,12.28
144.06,11.99
144.16,12.05
144.27,12.04
144.37,12.07
144.47,12.07
144.58,12.02
144.68,12.14
144.78,12.19
144.88,11.96
144.99,11.84
145.09,12.13
145.19,12.11
145.29,12.18
145.4,12.04
145.5,12.05
145.6,11.82
145.7,12.09
145.81,12.22
145.91,12.06
146.01,12.12
146.12,11.93
146.22,12.05
146.32,12.2
146.42,12.14
146.53,12.07
146.63,12.19
146.73,12.07
146.83,12.27
146.94,12.06
147.04,11.92
147.14,12.14
147.25,12.09
147.35,12.44
147.45,11.95
147.55,12.19
147.66,12.11
147.76,12.2
147.86,11.9
147.96,12.1
148.07,12.13
148.17,11.95
148.27,11.89
148.37,12.2
148.48,11.97
148.58,12.08
148.68,12.07
148.79,12.14
148.89,11.99
148.99,11.78
149.09,12.03
149.2,11.77
149.3,12.13
149.4,12.08
149.5,11.69
149.61,11.92
149.71,11.65
149.81,11.95
149.91,11.83
150.02,12.05
150.12,11.98
150.22,12.13
150.33,11.76
150.43,12.01
150.53,11.82
150.63,11.93
150.74,12.01
150.84,11.84
150.94,11.84
151.04,11.96
151.15,11.9
151.25,11.94
151.35,11.84
151.45,12.02
151.56,12.06
151.66,11.61
151.76,12.01
151.87,11.89
151.97,12.14
152.07,11.91
152.17,12.02
152.27,11.91
152.38,12.01
152.48,12.14
152.58,12.05
152.69,12.03
152.79,11.88
152.89,11.94
152.99,12.07
153.1,12.02
153.2,11.88
153.3,11.85
153.41,12.03
153.51,11.85
153.61,12.1
153.71,11.8
153.82,11.82
153.92,12.22
154.02,12.11
154.12,12.83
154.23,12.03
154.33,11.99
154.43,11.92
154.53,11.72
154.64,11.79
154.74,11.69
154.84,11.93
154.95,12.23
155.05,11.85
155.15,11.92
155.25,11.92
155.36,11.74
155.46,11.99
155.56,11.88
155.66,11.84
155.77,11.98
155.87,11.93
155.97,12.17
156.08,11.92
156.18,11.98
156.28,11.8
156.38,12.04
156.49,11.92
156.59,11.98
156.69,11.91
156.79,11.94
156.9,11.78
157.0,12.21
157.1,11.81
157.2,12.07
157.31,12.02
157.41,12.26
157.51,12.14
157.62,11.85
157.72,11.98
157.82,11.89
157.92,11.89
158.02,11.87
158.13,12.01
158.23,12.17
158.33,11.88
158.44,12.1
158.54,12.1
158.64,12.17
158.74,12.03
158.85,12.11
158.95,11.97
159.05,12.19
159.16,12.05
159.26,12.1
159.36,11.91
159.46,12.17
159.57,12.31
159.67,12.17
159.77,12.49
159.87,11.99
159.98,12.18
160.08,12.31
160.18,12.32
160.28,12.39
160.39,12.03
160.49,12.08
160.59,11.93
160.7,12.22
160.8,11.99
160.9,12.24
161.0,11.91
161.11,12.03
161.21,12.18
161.31,12.15
161.41,11.99
161.52,12.46
161.62,12.06
161.72,12.09
161.82,11.93
161.93,12.08
162.03,11.91
162.13,11.84
162.24,12.2
162.34,12.05
162.44,11.89
162.54,11.72
162.65,11.99
162.75,12.04
162.85,11.96
162.95,12.11
163.06,11.87
163.16,11.87
163.26,11.96
163.36,11.81
163.47,11.92
163.57,11.92
163.67,11.92
163.77,12.02
163.88,11.92
163.98,12.13
164.08,11.99
164.19,12.0
164.29,12.07
164.39,11.92
164.49,12.08
164.6,12.08
164.7,11.93
164.8,11.93
164.9,11.96
165.01,12.07
165.11,12.04
