time (s),temperature (C)
47.88,12.18
47.98,12.15
48.08,11.95
48.18,11.87
48.29,12.19
48.39,12.11
48.49,12.14
48.59,11.92
48.7,12.11
48.8,12.1
48.9,12.29
49.0,12.01
49.11,11.83
49.21,12.07
49.31,11.76
49.41,11.96
49.52,12.16
49.62,11.97
49.72,11.99
49.82,12.1
49.93,11.58
50.03,11.77
50.13,12.17
50.24,12.14
50.34,11.84
50.44,11.82
50.54,11.79
50.65,11.66
50.75,11.81
50.85,11.97
50.95,12.11
51.06,11.75
51.16,11.84
51.26,11.7
51.36,11.91
51.47,11.92
51.57,11.77
51.67,11.92
51.77,11.84
51.88,11.91
51.98,11.73
52.08,11.89
52.19,12.04
52.29,11.94
52.39,11.77
52.49,11.82
52.6,11.86
52.7,11.82
52.8,11.85
52.9,11.94
53.01,11.78
53.11,11.97
53.21,11.82
53.31,12.13
53.42,11.86
53.52,11.89
53.62,11.91
53.72,12.04
53.83,11.74
53.93,11.72
54.03,11.84
54.13,11.71
54.24,11.95
54.34,12.14
54.44,11.92
54.54,12.17
54.65,11.9
54.75,12.22
54.85,12.24
54.96,11.97
55.06,12.02
55.16,12.25
55.26,12.07
55.37,11.77
55.47,12.0
55.57,12.27
55.67,12.02
55.78,11.97
55.88,12.11
55.98,12.09
56.09,12.06
56.19,12.19
56.29,11.95
56.39,12.16
56.5,12.02
56.6,12.34
56.7,12.13
56.8,12.24
56.9,12.06
57.01,11.83
57.11,11.95
57.21,12.27
57.32,12.04
57.42,11.92
57.52,12.21
57.62,12.12
57.73,12.15
57.83,12.23
57.93,11.9
58.04,12.2
58.14,12.07
58.24,11.77
58.34,11.87
58.45,12.07
58.55,11.84
58.65,11.91
58.75,12.12
58.86,12.06
58.96,12.0
59.06,11.83
59.16,11.92
59.27,11.96
59.37,11.92
59.47,12.12
59.57,11.77
59.68,12.15
59.78,12.02
59.88,12.13
59.98,11.73
60.09,12.04
60.19,11.99
60.29,12.14
60.4,12.16
60.5,12.05
60.6,12.11
60.7,12.11
60.81,11.92
60.91,12.18
61.01,12.1
61.11,11.99
61.22,12.03
61.32,11.66
61.42,11.95
61.52,11.93
61.63,11.85
61.73,12.03
61.83,11.82
61.93,12.0
62.04,11.77
62.14,12.1
62.24,12.02
62.35,12.23
62.45,12.07
62.55,13.28
62.65,12.04
62.76,12.06
62.86,12.03
62.96,11.92
63.06,11.96
63.17,12.28
63.27,11.96
63.37,12.0
63.47,12.07
63.58,11.99
63.68,11.99
63.78,12.03
63.88,12.15
63.99,12.11
64.09,12.14
64.19,12.2
64.29,11.85
64.4,12.19
64.5,11.99
64.6,12.09
64.7,11.86
64.81,11.76
64.91,11.93
65.01,11.85
65.12,12.33
65.22,11.85
65.32,12.07
65.42,11.7
65.53,11.98
65.63,11.74
65.73,11.89
65.83,11.91
65.94,12.07
66.04,12.05
66.14,11.74
66.25,11.77
66.35,12.15
66.45,11.98
66.55,12.06
66.66,11.92
66.76,11.9
66.86,12.01
66.96,12.46
67.06,11.89
67.17,12.02
67.27,11.77
67.37,11.92
67.48,11.99
67.58,11.99
67.68,12.01
67.78,11.9
67.89,12.17
67.99,11.78
68.09,12.04
68.19,11.96
68.3,12.04
68.4,11.97
68.5,11.82
68.61,11.73
68.71,11.85
68.81,11.93
68.91,12.9
69.02,12.13
69.12,11.93
69.22,11.93
69.32,11.88
69.43,11.98
69.53,11.87
69.63,11.88
69.73,11.92
69.84,11.88
69.94,12.03
70.04,11.9
70.14,11.87
70.25,11.87
70.35,11.85
70.45,12.94
70.55,11.87
70.66,11.99
70.76,12.17
70.86,12.02
70.97,12.01
71.07,11.96
71.17,13.13
71.27,12.04
71.38,12.06
71.48,12.16
71.58,11.79
71.68,11.89
71.79,11.99
71.89,11.8
71.99,12.08
72.09,12.14
72.2,12.03
72.3,11.85
72.4,12.06
72.5,12.11
72.61,11.8
72.71,12.1
72.81,12.01
72.91,12.43
73.02,12.17
73.12,12.33
73.22,11.93
73.33,12.26
73.43,12.43
73.53,12.0
73.63,11.84
73.74,11.93
73.84,12.09
73.94,11.84
74.04,11.75
74.15,12.26
74.25,11.86
74.35,12.29
74.45,12.16
74.56,11.92
74.66,12.13
74.76,11.88
74.86,11.87
74.97,12.13
75.07,11.85
75.17,11.85
75.28,12.16
75.38,11.93
75.48,12.09
75.58,11.9
75.69,12.29
75.79,11.97
75.89,12.07
76.0,11.96
76.1,12.28
76.2,11.94
76.3,11.94
76.4,12.19
76.51,12.32
76.61,11.98
76.71,12.1
76.82,11.9
76.92,12.22
77.02,11.99
77.12,12.05
77.22,11.99
77.33,12.11
77.43,11.93
77.53,12.12
77.64,12.24
77.74,12.07
77.84,11.84
77.94,12.29
78.05,11.89
78.15,12.17
78.25,11.84
78.36,11.93
78.46,11.93
78.56,12.23
78.66,12.04
78.77,12.1
78.87,11.93
78.97,12.19
79.07,11.99
79.18,12.17
79.28,11.71
79.38,12.33
79.48,12.02
79.59,12.16
79.69,11.98
79.79,12.07
79.89,11.8
80.0,12.05
80.1,11.98
80.2,12.0
80.3,12.2
80.41,12.23
80.51,11.9
80.61,12.21
80.71,11.9
80.82,12.11
80.92,11.77
81.02,11.69
81.13,11.97
81.23,12.13
81.33,11.85
81.43,11.94
81.54,11.87
81.64,11.88
81.74,12.04
81.84,11.62
81.95,11.77
82.05,11.77
82.15,11.71
82.25,12.07
82.36,11.71
82.46,11.92
82.56,12.12
82.66,11.98
82.77,12.0
82.87,11.85
82.97,11.87
83.08,11.99
83.18,11.75
83.28,11.92
83.38,12.07
83.49,11.89
83.59,11.99
83.69,11.93
83.79,11.87
83.9,11.93
84.0,11.64
84.1,11.97
84.2,11.86
84.31,11.96
84.41,11.84
84.51,11.91
84.62,11.81
84.72,11.73
84.82,11.59
84.92,11.82
85.03,12.07
85.13,11.74
85.23,12.13
85.33,11.71
85.44,11.71
85.54,11.72
85.64,12.09
85.74,11.8
85.85,11.75
85.95,12.15
86.05,11.86
86.15,12.11
86.26,11.87
86.36,11.54
86.46,12.01
86.56,11.96
86.67,12.05
86.77,11.93
86.87,12.2
86.98,11.84
87.08,11.82
87.18,12.17
87.28,12.01
87.39,11.91
87.49,12.3
87.59,11.85
87.69,11.84
87.8,12.04
87.9,11.91
88.0,12.14
88.1,12.0
88.21,12.14
88.31,11.98
88.41,12.06
88.51,11.98
88.62,12.13
88.72,12.26
88.82,12.23
88.93,12.11
89.03,11.73
89.13,12.17
89.23,12.04
89.34,12.12
89.44,12.0
89.54,12.06
89.64,11.97
89.75,12.09
89.85,12.06
89.95,12.18
90.05,12.62
90.16,12.21
90.26,12.04
90.36,11.97
90.46,11.98
90.57,12.21
90.67,11.9
90.77,12.07
90.87,12.14
90.98,12.27
91.08,12.04
91.18,12.19
91.29,12.2
91.39,11.92
91.49,12.1
91.59,12.07
91.7,12.07
91.8,12.35
91.9,12.04
92.0,12.09
92.11,11.85
92.21,12.0
92.31,12.19
92.41,11.94
92.52,12.25
92.62,11.99
92.72,12.13
92.82,12.09
92.93,12.0
93.03,12.1
93.13,11.77
93.24,12.06
93.34,11.77
93.44,11.9
93.54,12.27
93.65,11.93
93.75,11.78
93.85,12.2
93.95,11.82
94.06,12.14
94.16,11.71
94.26,12.05
94.36,12.12
94.47,12.0
94.57,11.87
94.67,11.85
94.78,11.96
94.88,11.73
94.98,12.18
95.08,11.96
95.19,11.81
95.29,11.82
95.39,11.73
95.49,12.12
95.6,12.12
95.7,11.96
95.8,11.99
95.9,12.21
96.01,12.07
96.11,11.62
96.21,11.79
96.31,11.95
96.42,12.14
96.52,11.82
96.62,11.97
96.73,11.83
96.83,11.99
96.93,12.14
97.03,11.64
97.14,12.06
97.24,11.7
97.34,12.14
97.44,11.73
97.55,11.78
97.65,11.91
97.75,12.02
97.85,11.83
97.96,11.87
98.06,11.85
98.16,11.87
98.26,11.62
98.37,12.21
98.47,11.72
98.57,11.7
98.68,11.78
98.78,11.98
98.88,12.14
98.98,11.88
99.09,11.95
99.19,11.54
99.29,12.18
99.39,11.94
99.5,12.01
99.6,11.95
99.7,12.06
99.8,11.67
99.91,11.97
100.01,11.93
100.11,12.36
100.21,11.92
100.32,11.85
100.42,12.06
100.52,12.14
100.63,12.43
100.73,11.93
100.83,11.82
100.93,11.99
101.04,12.26
101.14,12.34
101.24,12.16
101.34,12.4
101.45,12.15
101.55,12.15
101.65,12.13
101.75,12.11
101.86,11.94
101.96,12.2
102.06,12.21
102.17,12.08
102.27,12.21
102.37,12.18
102.47,11.77
102.58,11.99
102.68,12.21
102.78,12.17
102.88,12.2
102.99,11.99
103.09,12.09
103.19,12.01
103.3,12.28
103.4,11.93
103.5,12.1
103.6,12.02
103.71,12.19
103.81,11.77
103.91,12.01
104.01,12.05
104.12,12.08
104.22,12.02
104.32,11.89
104.43,11.74
104.53,12.14
104.63,11.87
104.73,12.21
104.84,12.04
104.94,12.12
105.04,11.85
105.14,12.37
105.25,11.92
105.35,12.04
105.45,11.71
105.55,11.83
105.66,11.96
105.76,11.91
105.86,12.06
105.96,11.97
106.07,12.2
106.17,12.11
106.27,11.96
106.38,11.99
106.48,11.87
106.58,11.98
106.68,11.99
106.79,12.02
106.89,12.12
106.99,11.88
107.09,11.7
107.2,11.7
107.3,11.99
107.4,12.1
107.5,11.8
107.61,12.04
107.71,11.79
107.81,12.04
107.92,11.99
108.02,11.78
108.12,12.06
108.22,11.73
108.33,11.84
108.43,11.85
108.53,11.88
108.63,11.77
108.74,11.94
108.84,12.09
108.94,11.82
109.04,11.9
109.15,11.89
109.25,11.77
109.35,11.99
109.46,12.1
109.56,11.99
109.66,11.73
109.76,12.05
109.87,12.06
109.97,12.16
110.07,11.78
110.18,12.03
110.28,12.1
110.38,11.9
110.48,11.77
110.58,12.3
110.69,12.0
110.79,12.07
110.89,12.22
111.0,11.68
111.1,11.93
111.2,11.98
111.3,11.85
111.41,11.92
111.51,11.93
111.61,12.14
111.71,11.92
111.82,11.91
111.92,11.72
112.02,11.59
112.12,12.14
112.23,11.91
112.33,12.0
112.43,12.13
112.54,12.07
112.64,12.11
112.74,12.06
112.84,12.17
112.95,11.65
113.05,12.11
113.15,11.97
113.25,12.29
113.36,12.17
113.46,12.27
113.56,12.09
113.67,12.06
113.77,11.47
113.87,12.07
113.97,11.71
114.08,12.13
114.18,12.19
114.28,12.14
114.38,12.12
114.49,11.89
114.59,12.16
114.69,11.69
114.79,11.92
114.9,11.8
115.0,12.0
115.1,12.28
115.21,11.92
115.31,11.99
115.41,12.08
115.51,11.69
115.62,11.72
115.72,11.85
115.82,11.82
115.92,13.14
116.03,12.45
116.13,11.62
116.23,12.04
116.33,12.02
116.44,12.09
116.54,11.87
116.64,11.93
116.75,11.71
116.85,11.75
116.95,11.84
117.05,11.63
117.16,12.25
117.26,11.98
117.36,11.89
117.46,11.75
117.57,12.4
117.67,11.84
117.77,12.0
117.87,11.71
117.98,12.01
118.08,11.92
118.18,12.04
118.29,11.77
118.39,12.17
118.49,11.95
118.59,11.92
118.7,12.06
118.8,12.0
118.9,12.07
119.0,12.22
119.11,11.99
119.21,12.23
119.31,12.03
119.41,11.98
119.52,11.95
119.62,11.97
119.72,12.29
119.83,12.18
119.93,12.19
120.03,12.04
120.13,11.72
120.24,12.16
120.34,12.07
120.44,12.32
120.54,12.0
120.65,12.01
120.75,12.26
120.85,12.0
120.95,12.42
121.06,12.25
121.16,12.13
121.26,12.07
121.37,12.29
121.47,12.11
121.57,12.17
121.67,12.55
121.78,12.05
121.88,12.01
121.98,12.07
122.08,12.09
122.19,12.19
122.29,12.2
122.39,11.95
122.5,12.0
122.6,12.03
122.7,11.97
122.8,12.28
122.91,12.02
123.01,12.29
123.11,11.96
123.21,12.31
123.32,12.04
123.42,12.1
123.52,11.98
123.62,11.95
123.73,12.3
123.83,11.85
123.93,12.03
124.04,12.02
124.14,11.96
124.24,11.77
124.34,11.89
124.45,11.94
124.55,11.7
124.65,12.42
124.75,11.99
124.86,11.9
124.96,11.96
125.06,12.05
125.16,11.91
125.27,11.98
125.37,12.76
125.47,11.99
125.58,11.77
125.68,12.03
125.78,12.19
125.88,11.75
125.99,12.02
126.09,11.97
126.19,11.99
126.29,12.87
126.4,11.83
126.5,12.13
126.6,12.21
126.7,11.74
126.81,11.97
126.91,11.92
127.01,12.23
127.12,12.09
127.22,12.16
127.32,12.01
127.42,12.07
127.53,11.98
127.63,11.99
127.73,11.79
127.83,12.1
127.94,11.99
128.04,11.97
128.14,11.93
128.25,11.92
128.35,11.97
128.45,11.87
128.55,12.17
128.66,11.89
128.76,12.17
128.86,11.93
128.96,12.06
129.07,11.73
129.17,12.07
129.27,12.16
129.38,11.85
129.48,11.83
129.58,12.27
129.68,11.89
129.79,11.92
129.89,11.99
129.99,11.87
130.09,11.98
130.2,11.76
130.3,12.03
130.4,11.85
130.5,11.8
130.61,11.62
130.71,11.98
130.81,11.97
130.91,11.85
131.02,11.82
131.12,11.94
131.22,11.77
131.33,12.06
131.43,11.99
131.53,11.87
131.63,12.06
131.74,11.91
131.84,11.95
131.94,11.85
132.04,11.88
132.15,11.79
132.25,12.02
132.35,11.75
132.46,11.89
132.56,11.86
132.66,11.93
132.76,12.19
132.87,11.96
132.97,11.9
133.07,11.9
133.17,12.36
133.28,12.04
133.38,12.03
133.48,11.91
133.58,11.96
133.69,11.62
133.79,11.88
133.89,11.8
134.0,11.87
134.1,12.22
134.2,11.74
134.3,11.66
134.41,11.77
134.51,11.83
134.61,11.84
134.71,11.93
134.82,11.9
134.92,12.71
135.02,12.18
135.12,12.12
135.23,12.04
135.33,12.07
135.43,11.98
135.54,11.92
135.64,12.11
135.74,12.11
135.84,12.24
135.95,11.72
136.05,12.14
136.15,11.72
136.25,12.12
136.36,11.9
136.46,11.99
136.56,13.06
136.66,11.86
136.77,12.1
136.87,11.96
136.97,11.94
137.08,11.88
137.18,12.14
137.28,12.0
137.38,11.87
137.49,12.01
137.59,11.95
137.69,12.08
137.79,12.2
137.9,11.94
138.0,12.24
138.1,11.97
138.21,12.14
138.31,12.05
138.41,11.85
138.51,11.89
138.62,12.14
138.72,11.94
138.82,12.15
138.92,12.29
139.03,12.24
139.13,12.34
139.23,11.94
139.33,12.03
139.44,12.28
139.54,11.58
139.64,12.04
139.75,11.97
139.85,12.1
139.95,12.04
140.05,11.89
140.16,12.0
140.26,12.14
140.36,12.14
140.46,12.16
140.57,12.08
140.67,12.5
140.77,12.14
140.87,12.25
140.98,12.18
141.08,12.12
141.18,11.92
141.29,12.13
141.39,11.6
141.49,12.24
141.59,12.18
141.7,11.82
141.8,11.86
141.9,11.96
142.0,12.0
142.11,12.16
142.21,12.18
142.31,11.98
142.41,11.9
142.52,11.92
142.62,11.92
142.72,12.31
142.83,11.99
142.93,11.83
143.03,12.14
143.13,11.93
143.24,12.16
143.34,12.11
143.44,11.75
143.54,11.88
143.65,11.85
143.75,11.77
143.85,11.81
143.95,11.85
144.06,12.07
144.16,11.8
144.26,12.07
144.37,11.85
144.47,11.69
144.57,11.57
144.67,11.62
144.78,11.71
144.88,11.91
144.98,12.02
145.08,12.14
145.19,11.82
145.29,11.87
145.39,11.89
145.5,12.28
145.6,12.0
145.7,12.07
145.8,11.99
145.91,12.01
146.01,11.81
146.11,11.77
146.21,12.06
146.32,12.03
146.42,11.71
146.52,12.12
146.62,11.82
146.73,12.01
146.83,11.95
146.93,11.99
147.04,11.99
147.14,11.99
147.24,11.88
147.34,12.01
147.45,12.07
147.55,12.14
147.65,11.93
147.75,12.1
147.86,12.1
147.96,11.78
148.06,11.77
148.16,12.0
148.27,12.2
148.37,11.86
148.47,11.87
148.58,12.21
148.68,11.86
148.78,11.82
148.88,12.91
148.99,11.79
149.09,11.92
149.19,11.89
149.29,12.23
149.4,11.95
149.5,12.01
149.6,11.9
149.7,12.07
149.81,12.05
149.91,11.73
150.01,11.95
150.12,11.81
150.22,12.09
150.32,12.07
150.42,12.12
150.52,11.88
150.63,12.05
150.73,12.14
150.83,11.97
150.94,12.58
151.04,11.89
151.14,11.98
151.24,12.36
151.35,12.17
151.45,12.2
151.55,12.36
151.66,11.91
151.76,12.18
151.86,12.25
151.96,11.76
152.07,12.16
152.17,11.85
152.27,12.11
152.37,12.09
152.48,11.85
152.58,12.07
152.68,11.95
152.78,11.81
152.89,12.22
152.99,12.12
153.09,12.07
153.2,11.99
153.3,12.22
153.4,12.0
153.5,12.03
153.61,12.27
153.71,12.03
153.81,11.95
153.91,12.17
154.02,12.14
154.12,11.92
154.22,12.0
154.32,12.22
154.43,11.76
154.53,12.06
154.63,11.92
154.74,12.22
154.84,11.83
154.94,12.14
155.04,12.06
155.15,11.92
155.25,12.06
155.35,11.76
155.45,12.06
155.56,11.94
155.66,11.96
155.76,12.02
155.87,11.9
155.97,12.31
156.07,12.16
156.17,11.99
156.27,11.72
156.38,12.03
156.48,12.11
156.58,11.89
156.69,11.99
156.79,12.1
156.89,12.12
156.99,11.93
157.1,11.85
157.2,11.53
157.3,11.77
157.41,11.85
157.51,12.35
157.61,11.95
157.71,11.98
157.82,11.73
157.92,11.82
158.02,11.92
158.12,11.89
158.23,12.0
158.33,12.19
158.43,11.85
158.53,11.96
158.64,12.07
158.74,11.79
158.84,11.99
158.95,12.15
159.05,11.87
159.15,12.0
159.25,11.55
159.36,11.81
159.46,12.31
159.56,11.77
159.66,11.77
159.77,11.9
159.87,12.02
159.97,11.71
160.07,11.76
160.18,11.96
160.28,11.91
160.38,11.81
160.49,11.96
160.59,11.99
160.69,11.96
160.79,12.12
160.9,11.89
161.0,11.95
161.1,11.9
161.2,11.92
161.31,12.21
161.41,11.94
161.51,11.96
161.61,12.06
161.72,11.91
161.82,11.88
161.92,11.42
162.02,11.95
162.13,12.05
162.23,12.08
162.33,11.88
162.44,12.05
162.54,12.08
162.64,12.18
162.74,11.97
162.85,11.87
162.95,12.28
163.05,12.31
163.15,11.83
163.26,12.29
163.36,12.01
163.46,11.85
163.57,12.05
163.67,11.7
163.77,11.9
163.87,12.13
163.98,12.02
164.08,12.01
164.18,11.98
164.28,12.15
164.39,12.09
164.49,12.31
164.59,11.68
164.7,12.17
164.8,12.07
164.9,12.09
165.0,12.05
165.11,12.18
165.21,11.83
165.31,12.12
165.41,12.07
165.52,11.78
165.62,12.16
165.72,12.03
165.82,11.94
165.93,12.03
166.03,11.75
166.13,12.14
166.24,12.05
166.34,11.81
166.44,11.92
166.54,12.03
166.65,11.67
166.75,11.89
166.85,11.82
166.95,11.96
167.06,11.74
167.16,12.04
167.26,11.9
167.36,12.06
167.47,11.99
167.57,11.98
167.67,12.01
167.77,11.92
167.88,11.88
167.98,11.8
168.08,12.05
168.19,12.02
168.29,11.94
168.39,11.99
168.49,11.99
168.6,11.7
168.7,12.21
168.8,11.79
168.9,11.85
169.01,11.96
169.11,12.07
169.21,11.95
169.32,12.04
169.42,11.84
169.52,12.14
169.62,11.87
169.73,12.4
169.83,12.17
169.93,11.81
170.03,12.07
170.14,11.85
170.24,11.99
170.34,12.06
170.44,12.12
170.55,12.05
170.65,12.18
170.75,11.92
170.86,11.99
170.96,12.08
171.06,12.29
171.16,12.0
171.27,12.11
171.37,11.93
171.47,12.14
171.57,12.17
171.68,12.07
171.78,12.0
171.88,13.01
171.98,12.0
172.09,12.32
172.19,12.0
172.29,12.14
172.4,12.01
172.5,11.92
172.6,11.9
172.7,11.86
172.81,11.76
172.91,11.99
173.01,11.85
173.11,11.82
173.22,11.98
173.32,11.73
173.42,11.92
173.52,12.05
173.63,12.01
173.73,12.04
173.83,11.84
173.94,12.02
174.04,11.91
174.14,11.65
174.24,12.04
174.35,12.08
174.45,11.77
174.55,11.89
174.65,12.08
174.76,12.07
174.86,11.89
174.96,11.99
175.07,12.24
175.17,11.78
175.27,12.29
175.37,12.0
175.48,12.0
175.58,12.25
175.68,12.05
175.78,11.87
175.89,11.99
175.99,12.29
176.09,12.03
176.19,12.06
176.3,11.8
176.4,11.92
176.5,11.92
176.61,12.02
176.71,11.99
176.81,11.92
176.91,11.77
177.02,11.97
177.12,11.85
177.22,12.21
177.32,11.95
177.43,11.85
177.53,12.11
177.63,12.03
177.73,12.25
177.84,12.06
177.94,12.22
178.04,12.03
178.15,12.03
178.25,12.11
178.35,11.93
178.45,12.19
178.55,12.29
178.66,11.88
178.76,11.98
178.86,11.77
178.97,11.95
179.07,12.0
179.17,12.04
179.27,12.13
179.38,11.96
