time (s),temperature (C)
16.47,16.31
16.58,16.22
16.68,15.95
16.78,16.02
16.88,15.87
16.99,15.9
17.09,15.78
17.19,15.91
17.3,15.85
17.4,15.52
17.5,15.63
17.6,15.92
17.71,15.5
17.81,15.33
17.91,15.43
18.01,15.51
18.12,15.65
18.22,15.31
18.32,15.13
18.42,15.28
18.53,15.2
18.63,15.2
18.73,15.02
18.83,15.22
18.94,15.31
19.04,15.1
19.14,14.91
19.25,14.99
19.35,14.75
19.45,14.73
19.55,14.62
19.66,14.57
19.76,14.48
19.86,14.42
19.96,14.48
20.07,14.6
20.17,14.42
20.27,14.4
20.37,14.58
20.48,14.32
20.58,14.32
20.68,13.67
20.78,14.46
20.89,14.07
20.99,14.29
21.09,13.84
21.19,14.01
21.3,14.08
21.4,13.91
21.5,13.42
21.6,13.96
21.71,13.55
21.81,13.89
21.91,13.93
22.02,13.65
22.12,13.62
22.22,13.51
22.32,13.38
22.43,13.56
22.53,13.56
22.63,13.33
22.73,13.2
22.84,13.27
22.94,13.43
23.04,13.21
23.14,13.25
23.25,13.13
23.35,13.0
23.45,13.26
23.55,13.06
23.66,12.92
23.76,12.9
23.86,13.06
23.96,13.08
24.07,12.93
24.17,12.83
24.27,12.61
24.38,12.8
24.48,12.61
24.58,12.72
24.68,13.0
24.78,12.61
24.89,12.5
24.99,12.54
25.09,12.38
25.2,12.54
25.3,12.61
25.4,12.38
25.5,12.44
25.61,12.53
25.71,12.51
25.81,12.7
25.92,12.37
26.02,12.41
26.12,12.38
26.22,12.08
26.33,12.28
26.43,12.2
26.53,11.91
26.63,12.18
26.73,12.13
26.84,11.94
26.94,11.71
27.04,12.15
27.15,11.7
27.25,11.84
27.35,11.87
27.45,11.77
27.56,11.66
27.66,11.76
27.76,11.46
27.86,11.91
27.97,11.62
28.07,11.69
28.17,11.59
28.27,11.35
28.38,11.79
28.48,11.87
28.58,11.64
28.69,11.36
28.79,11.59
28.89,11.26
28.99,11.58
29.1,11.27
29.2,11.47
29.3,11.54
29.4,11.43
29.51,11.38
29.61,11.57
29.71,11.47
29.81,11.14
29.92,11.29
30.02,11.34
30.12,11.41
30.22,11.47
30.33,11.28
30.43,11.32
30.53,11.43
30.64,11.42
30.74,11.52
30.84,11.24
30.94,11.05
31.05,11.56
31.15,11.58
31.25,11.52
31.35,11.63
31.46,11.39
31.56,11.61
31.66,11.45
31.76,11.53
31.87,11.78
31.97,11.6
32.07,11.47
32.18,11.54
32.28,11.54
32.38,11.6
32.48,11.74
32.59,11.7
32.69,11.47
32.79,11.73
32.89,11.48
33.0,11.75
33.1,11.79
33.2,11.91
33.3,11.73
33.41,11.86
33.51,11.89
33.61,12.25
33.72,11.94
33.82,12.07
33.92,11.87
34.02,11.99
34.13,11.98
34.23,11.89
34.33,12.05
34.43,12.04
34.54,11.88
34.64,12.29
34.74,12.29
34.84,12.27
34.95,12.03
35.05,12.26
35.15,12.24
35.25,12.07
35.36,12.08
35.46,13.07
35.56,11.99
35.66,12.5
35.77,12.52
35.87,12.76
35.97,12.26
36.08,12.14
36.18,12.6
36.28,12.37
36.38,12.36
36.49,12.15
36.59,12.34
36.69,12.36
36.79,12.38
36.9,12.45
37.0,12.21
37.1,12.41
37.2,12.53
37.31,12.3
37.41,12.36
37.51,12.72
37.61,12.51
37.72,12.47
37.82,12.41
37.92,12.45
38.03,12.39
38.13,12.41
38.23,12.38
38.33,12.53
38.44,12.41
38.54,12.57
38.64,12.13
38.74,12.46
38.85,12.32
38.95,12.42
39.05,12.5
39.15,12.46
39.26,12.25
39.36,12.46
39.46,12.36
39.56,12.46
39.67,12.15
39.77,12.36
39.87,12.47
39.97,12.38
40.08,12.11
40.18,12.14
40.28,12.15
40.38,12.06
40.49,12.22
40.59,12.11
40.69,12.31
40.8,12.15
40.9,12.09
41.0,12.25
41.1,12.28
41.21,11.94
41.31,12.09
41.41,12.23
41.52,11.92
41.62,12.1
41.72,12.04
41.82,12.17
41.92,12.17
42.03,12.14
42.13,11.48
42.23,12.21
42.34,11.7
42.44,11.99
42.54,11.82
42.64,11.82
42.75,11.88
42.85,12.04
42.95,11.87
43.05,11.95
43.16,12.05
43.26,11.89
43.36,11.93
43.46,11.48
43.57,11.94
43.67,11.92
43.77,12.05
43.88,11.72
43.98,11.95
44.08,11.66
44.18,11.85
44.28,11.77
44.39,11.72
44.49,11.71
44.59,11.84
44.7,11.77
44.8,11.7
44.9,11.82
45.0,12.07
45.11,11.71
45.21,11.81
45.31,11.75
45.41,11.79
45.52,11.6
45.62,11.61
45.72,11.36
45.83,11.92
45.93,11.79
46.03,11.77
46.13,11.63
46.24,11.62
46.34,11.52
46.44,11.65
46.54,11.98
46.65,11.41
46.75,11.77
46.85,11.67
46.95,11.8
47.06,11.92
47.16,11.4
47.26,11.96
47.36,11.34
47.47,11.7
47.57,11.92
47.67,11.9
47.77,11.85
47.88,11.82
47.98,11.77
48.08,11.78
48.19,11.8
48.29,11.86
48.39,11.88
48.49,11.68
48.6,11.77
48.7,11.92
48.8,11.94
48.9,11.48
49.01,12.33
49.11,11.83
49.21,11.92
49.31,11.73
49.42,12.08
49.52,11.88
49.62,12.05
49.72,11.91
49.83,12.06
49.93,11.85
50.03,12.01
50.13,12.12
50.24,12.18
50.34,12.21
50.44,11.94
50.54,12.4
50.65,12.03
50.75,12.28
50.85,11.99
50.96,12.14
51.06,12.14
51.16,12.38
51.26,11.92
51.37,12.42
51.47,11.92
51.57,12.31
51.67,12.14
51.78,12.33
51.88,12.15
51.98,12.21
52.08,12.26
52.19,12.08
52.29,12.02
52.39,12.01
52.5,12.07
52.6,12.26
52.7,12.16
52.8,12.61
52.9,11.93
53.01,12.31
53.11,12.14
53.21,12.59
53.32,12.15
53.42,12.46
53.52,12.21
53.62,12.12
53.73,12.41
53.83,12.11
53.93,12.27
54.04,12.54
54.14,12.23
54.24,12.28
54.34,12.23
54.45,12.32
54.55,12.17
54.65,12.28
54.75,12.12
54.86,12.23
54.96,12.02
55.06,12.17
55.16,12.06
55.27,12.01
55.37,12.09
55.47,12.1
55.57,12.25
55.68,12.1
55.78,11.94
55.88,12.09
55.99,12.21
56.09,11.97
56.19,11.98
56.29,11.86
56.4,12.07
56.5,11.85
56.6,11.98
56.7,11.97
56.81,12.01
56.91,11.86
57.01,11.85
57.11,12.19
57.22,11.98
57.32,11.69
57.42,12.07
57.52,12.07
57.63,11.79
57.73,11.7
57.83,11.92
57.93,11.86
58.04,11.77
58.14,11.93
58.24,11.85
58.35,11.63
58.45,11.92
58.55,11.8
58.65,11.68
58.76,11.85
58.86,12.04
58.96,11.86
59.06,11.58
59.17,11.77
59.27,11.85
59.37,11.84
59.47,11.78
59.58,11.85
59.68,11.62
59.78,11.77
59.88,11.85
59.99,11.78
60.09,11.78
60.19,11.99
60.29,11.88
60.4,12.01
60.5,12.07
60.6,11.99
60.71,11.83
60.81,11.99
60.91,11.97
61.01,11.88
61.12,11.85
61.22,11.92
61.32,12.04
61.42,12.2
61.53,12.04
61.63,11.89
61.73,12.09
61.83,12.05
61.94,11.92
62.04,11.9
62.14,12.26
62.24,11.98
62.35,12.03
62.45,11.98
62.55,11.78
62.65,12.31
62.76,12.19
62.86,12.22
62.96,11.95
63.07,12.12
63.17,11.92
63.27,11.82
63.37,11.86
63.48,12.17
63.58,12.25
63.68,12.0
63.78,12.04
63.89,11.9
63.99,12.03
64.09,11.87
64.19,11.91
64.3,11.99
64.4,12.0
64.5,12.02
64.61,12.02
64.71,12.33
64.81,11.81
64.91,11.8
65.01,12.05
65.12,12.04
65.22,11.89
65.32,11.95
65.43,11.99
65.53,11.77
65.63,12.04
65.73,11.83
65.84,11.8
65.94,11.57
66.04,11.86
66.14,11.94
66.25,12.04
66.35,12.18
66.45,11.84
66.55,11.85
66.66,11.77
66.76,11.99
66.86,11.79
66.96,12.17
67.07,12.07
67.17,11.95
67.27,11.87
67.38,11.83
67.48,12.18
67.58,12.07
67.68,11.72
67.79,12.21
67.89,11.79
67.99,12.07
68.09,12.16
68.2,11.99
68.3,12.02
68.4,12.15
68.5,12.05
68.61,12.22
68.71,12.05
68.81,12.0
68.92,11.93
69.02,11.83
69.12,12.11
69.22,11.94
69.33,11.84
69.43,12.16
69.53,12.0
69.63,12.1
69.74,11.85
69.84,11.97
69.94,11.83
70.04,11.78
70.15,12.38
70.25,12.13
70.35,11.94
70.45,12.05
70.56,12.04
70.66,11.93
70.76,12.14
70.86,11.88
70.97,12.12
71.07,12.14
71.17,11.96
71.28,11.96
71.38,12.2
71.48,12.02
71.58,12.26
71.69,12.2
71.79,11.94
71.89,12.08
71.99,12.07
72.1,12.01
72.2,12.07
72.3,11.92
72.4,11.89
72.51,12.17
72.61,12.11
72.71,11.99
72.81,12.21
72.92,12.14
73.02,11.97
73.12,11.89
73.23,11.87
73.33,12.22
73.43,12.26
73.53,12.07
73.64,12.2
73.74,11.95
73.84,11.98
73.94,12.1
74.05,12.29
74.15,12.19
74.25,12.01
74.36,12.19
74.46,12.19
74.56,12.05
74.66,11.92
74.76,12.08
74.87,12.08
74.97,11.98
75.07,11.99
75.18,11.94
75.28,11.72
75.38,12.04
75.48,11.66
75.59,11.82
75.69,11.78
75.79,12.21
75.89,11.77
76.0,12.06
76.1,11.92
76.2,11.87
76.3,11.78
76.41,13.15
76.51,11.76
76.61,11.88
76.72,12.16
76.82,11.87
76.92,11.92
77.02,11.92
77.13,11.76
77.23,11.85
77.33,11.72
77.43,12.07
77.54,11.94
77.64,11.95
77.74,12.13
77.84,11.92
77.95,11.71
78.05,12.06
78.15,11.81
78.25,11.87
78.36,11.94
78.46,11.99
78.56,11.53
78.66,12.05
78.77,11.92
78.87,11.66
78.97,11.77
79.08,12.16
79.18,12.01
79.28,12.0
79.38,11.74
79.49,11.83
79.59,11.81
79.69,11.86
79.79,11.91
79.9,12.05
80.0,12.0
80.1,11.76
80.2,11.8
80.31,11.94
80.41,11.96
80.51,12.38
80.61,12.2
80.72,12.06
80.82,12.11
80.92,12.13
81.03,12.18
81.13,12.0
81.23,12.03
81.33,12.17
81.44,11.91
81.54,12.04
81.64,12.06
81.74,12.27
81.85,11.87
81.95,12.12
82.05,12.0
82.15,12.36
82.26,11.93
82.36,12.14
82.46,12.05
82.57,12.25
82.67,11.98
82.77,12.23
82.87,12.14
82.97,12.19
83.08,12.04
83.18,12.26
83.28,12.04
83.39,11.81
83.49,11.98
83.59,12.26
83.69,12.43
83.8,12.04
83.9,12.14
84.0,12.27
84.11,12.25
84.21,12.23
84.31,12.22
84.41,12.15
84.51,12.15
84.62,12.01
84.72,12.23
84.82,12.23
84.93,12.24
85.03,12.07
85.13,13.2
85.23,11.92
85.34,12.07
85.44,12.23
85.54,11.95
85.64,12.32
85.75,12.39
85.85,12.12
85.95,12.01
86.05,12.07
86.16,12.02
86.26,12.23
86.36,12.07
86.46,11.95
86.57,12.14
86.67,12.17
86.77,12.08
86.88,11.96
86.98,11.93
87.08,12.13
87.18,11.7
87.29,12.0
87.39,11.74
87.49,11.58
87.59,11.81
87.7,11.87
87.8,11.87
87.9,11.82
88.0,11.78
88.11,11.64
88.21,11.65
88.31,11.95
88.41,11.86
88.52,11.94
88.62,11.73
88.72,11.78
88.82,11.76
88.93,11.78
89.03,11.66
89.13,11.85
89.24,11.83
89.34,11.67
89.44,11.88
89.54,11.63
89.65,11.91
89.75,11.85
89.85,11.79
89.95,11.79
90.06,11.92
90.16,12.17
90.26,11.6
90.36,11.8
90.47,12.06
90.57,11.73
90.67,11.9
90.77,12.08
90.88,12.04
90.98,11.89
91.08,12.06
91.19,11.77
91.29,11.97
91.39,11.85
91.49,11.9
91.6,12.09
91.7,11.96
91.8,12.28
91.9,11.94
92.01,11.92
92.11,12.18
92.21,11.85
92.31,11.85
92.42,11.77
92.52,11.93
92.62,11.81
92.73,13.41
92.83,11.96
92.93,11.92
93.03,12.19
93.13,12.26
93.24,12.1
93.34,11.94
93.44,12.44
93.55,12.15
93.65,12.12
93.75,12.02
93.85,12.26
93.96,12.05
94.06,12.16
94.16,12.16
94.26,11.85
94.37,11.99
94.47,11.97
94.57,12.0
94.68,11.92
94.78,11.98
94.88,12.18
94.98,11.69
95.09,12.05
95.19,12.07
95.29,11.94
95.39,12.21
95.5,11.99
95.6,12.01
95.7,11.93
95.8,11.83
95.91,12.2
96.01,11.92
96.11,11.79
96.21,12.0
96.32,11.82
96.42,12.01
96.52,11.99
96.62,11.84
96.73,12.07
96.83,11.91
96.93,11.9
97.04,11.92
97.14,11.82
97.24,12.03
97.34,11.99
97.45,12.18
97.55,11.74
97.65,11.91
97.75,11.91
97.86,11.75
97.96,12.07
98.06,11.92
98.16,11.9
98.27,12.11
98.37,12.14
98.47,11.83
98.57,11.92
98.68,11.74
98.78,12.02
98.88,11.91
98.98,11.91
99.09,11.62
99.19,12.07
99.29,12.2
99.4,11.76
99.5,11.71
99.6,11.68
99.7,12.03
99.81,11.81
99.91,11.83
100.01,12.2
100.11,12.06
100.22,11.97
100.32,11.74
100.42,11.93
100.53,11.93
100.63,11.95
100.73,13.09
100.83,11.99
100.94,12.09
101.04,12.29
101.14,11.93
101.24,12.01
101.35,11.92
101.45,12.14
101.55,12.06
101.65,11.9
101.76,12.01
101.86,12.11
101.96,12.09
102.07,11.95
102.17,12.01
102.27,12.05
102.37,12.2
102.48,11.97
102.58,12.97
102.68,12.14
102.79,12.1
102.89,11.92
102.99,12.03
103.09,12.0
103.19,11.87
103.3,12.18
103.4,11.77
103.5,12.19
103.61,12.16
103.71,12.34
103.81,11.79
103.91,12.2
104.02,12.07
104.12,11.82
104.22,12.07
104.32,12.17
104.43,12.01
104.53,12.09
104.63,12.14
104.73,12.01
104.84,12.34
104.94,11.88
105.04,12.07
105.15,12.04
105.25,12.12
105.35,12.07
105.45,12.24
105.56,12.32
105.66,12.15
105.76,11.99
105.86,12.02
105.97,11.9
106.07,12.33
106.17,12.03
106.27,12.18
106.38,12.21
106.48,12.18
106.58,11.79
106.69,12.15
106.79,12.17
106.89,11.99
106.99,11.87
107.1,11.91
107.2,11.95
107.3,12.09
107.4,11.9
107.51,11.85
107.61,11.97
107.71,12.0
107.81,11.87
107.92,11.92
108.02,12.31
108.12,11.99
108.23,11.77
108.33,11.83
108.43,11.53
108.53,12.0
108.64,11.97
108.74,12.07
108.84,11.88
108.94,11.92
109.05,11.88
109.15,11.92
109.25,11.82
109.36,11.96
109.46,11.67
109.56,12.18
109.66,12.06
109.77,12.01
109.87,11.73
109.97,12.02
110.07,12.0
110.18,11.55
110.28,11.84
110.38,11.89
110.48,12.1
110.59,11.78
110.69,11.86
110.79,11.87
110.9,11.79
111.0,11.95
111.1,11.72
111.2,11.8
111.31,11.9
111.41,11.46
111.51,11.9
111.61,11.76
111.72,11.97
111.82,11.98
111.92,11.86
112.02,12.01
112.13,11.89
112.23,11.82
112.33,11.94
112.44,12.18
112.54,11.77
112.64,12.1
112.74,11.82
112.85,11.89
112.95,11.89
113.05,11.78
113.15,11.93
113.26,12.03
113.36,12.39
113.46,11.91
113.56,12.07
113.67,11.99
113.77,12.13
113.87,11.74
113.98,12.16
114.08,11.9
114.18,11.94
114.28,12.61
114.39,12.14
114.49,11.82
114.59,11.91
114.69,11.92
114.8,12.0
114.9,11.73
115.0,12.19
115.11,12.05
115.21,11.77
115.31,11.99
115.41,13.1
115.52,12.05
115.62,12.12
115.72,12.03
115.82,11.92
115.93,12.22
116.03,12.01
116.13,12.18
116.23,12.04
116.34,12.03
116.44,11.85
116.54,12.23
116.64,12.05
116.75,12.0
116.85,11.92
116.95,12.35
117.06,11.76
117.16,11.83
117.26,11.95
117.36,12.15
117.47,12.07
117.57,12.13
117.67,12.19
117.77,11.77
117.88,11.79
117.98,11.99
118.08,12.03
118.18,11.99
118.29,12.02
118.39,12.04
118.49,11.86
118.6,11.93
118.7,11.94
118.8,13.22
118.9,11.96
119.01,11.78
119.11,12.03
119.21,11.92
119.31,11.98
119.42,12.02
119.52,12.07
119.62,12.03
119.73,12.07
119.83,12.07
119.93,11.93
120.03,12.12
120.14,12.06
120.24,12.35
120.34,12.07
120.44,11.85
120.55,12.01
120.65,12.27
120.75,12.1
120.86,12.1
120.96,12.13
121.06,11.92
121.16,12.35
121.27,11.99
121.37,12.06
121.47,11.93
121.57,12.28
121.68,12.02
121.78,12.02
121.88,12.01
121.98,11.84
122.09,12.07
122.19,11.89
122.29,11.94
122.39,12.04
122.5,11.99
122.6,12.05
122.7,11.92
122.81,12.14
122.91,12.08
123.01,12.41
123.11,11.98
123.22,12.15
123.32,12.12
123.42,11.99
123.52,11.94
123.63,11.85
123.73,12.15
123.83,12.15
123.93,11.95
124.04,12.91
124.14,11.92
124.24,12.0
124.35,11.95
124.45,11.71
124.55,12.01
124.65,11.71
124.76,11.9
124.86,11.93
124.96,11.98
125.06,11.93
125.17,11.69
125.27,11.99
125.37,12.01
125.47,11.99
125.58,11.85
125.68,11.98
125.78,11.56
125.89,11.92
125.99,11.7
126.09,11.99
126.19,12.18
126.3,11.95
126.4,12.14
126.5,11.66
126.61,11.77
126.71,12.11
126.81,11.78
126.91,11.68
127.01,12.01
127.12,11.79
127.22,11.99
127.32,11.86
127.43,11.74
127.53,11.72
127.63,12.08
127.73,11.93
127.84,11.85
127.94,11.98
128.04,11.81
128.15,12.12
128.25,11.92
128.35,11.83
128.45,11.81
128.56,11.79
128.66,12.09
128.76,11.77
128.86,12.14
128.97,11.8
129.07,11.94
129.17,11.61
129.27,12.05
129.38,11.99
129.48,11.86
129.58,11.99
129.69,11.89
129.79,12.02
129.89,12.04
129.99,11.9
130.1,11.81
130.2,12.08
130.3,12.18
130.4,11.8
130.51,12.08
130.61,11.72
130.71,11.92
130.81,11.97
130.92,12.15
131.02,12.0
131.12,12.02
131.23,11.92
131.33,12.05
131.43,12.08
131.53,11.78
131.64,11.85
131.74,12.25
131.84,11.75
131.94,12.12
132.05,11.96
132.15,12.03
132.25,11.83
132.36,12.4
132.46,12.11
132.56,12.07
132.66,12.11
132.77,12.09
132.87,12.05
132.97,12.0
133.07,11.92
133.18,12.29
133.28,11.99
133.38,12.28
133.48,11.8
133.59,12.02
133.69,12.2
133.79,11.86
133.9,12.17
134.0,12.25
134.1,12.15
134.2,12.12
134.3,11.98
134.41,12.23
134.51,11.92
134.61,12.24
134.72,11.92
134.82,13.41
134.92,12.22
135.02,11.87
135.13,12.07
135.23,12.24
135.33,11.85
135.44,11.94
135.54,12.01
135.64,12.01
135.74,12.05
135.85,12.13
135.95,12.1
136.05,12.16
136.15,12.16
136.26,11.94
136.36,12.16
136.46,11.82
136.56,11.77
136.67,12.0
136.77,11.99
136.87,12.23
136.98,11.98
137.08,12.01
137.18,12.0
137.28,11.79
137.38,12.0
137.49,12.46
137.59,11.96
137.69,11.99
137.8,12.3
137.9,12.12
138.0,12.07
138.1,12.21
138.21,11.85
138.31,11.82
138.41,12.07
138.52,11.65
138.62,12.07
138.72,11.97
138.82,11.99
138.93,12.12
139.03,11.86
139.13,11.83
139.23,12.15
139.34,11.91
139.44,12.01
139.54,11.99
139.64,11.85
139.75,12.02
139.85,12.04
139.95,11.7
140.05,12.05
140.16,12.12
140.26,11.99
140.36,12.09
140.47,11.96
140.57,12.07
140.67,11.86
140.77,11.79
140.88,11.99
140.98,11.96
141.08,13.17
141.19,12.02
141.29,12.01
141.39,11.8
141.49,11.69
141.6,11.94
141.7,11.9
141.8,11.84
141.9,11.91
142.01,11.92
142.11,11.72
142.21,12.18
142.31,12.1
142.42,11.85
142.52,11.92
142.62,11.94
142.73,11.89
142.83,11.92
142.93,11.92
143.03,11.94
143.13,11.72
143.24,12.05
143.34,12.14
143.44,11.88
143.55,12.07
143.65,11.94
143.75,11.72
143.85,11.77
143.96,12.02
144.06,12.0
144.16,11.73
144.27,12.06
144.37,11.85
144.47,12.03
144.57,12.02
144.68,11.58
144.78,11.96
144.88,11.98
144.98,12.03
145.09,11.9
145.19,12.02
145.29,11.92
145.39,12.1
145.5,11.89
145.6,11.98
145.7,11.8
145.8,11.8
145.91,11.83
146.01,11.88
146.11,11.92
146.22,12.09
